국가별,시점,적색지수
에콰도르,2008,0.73
에콰도르,2009,0.73
에콰도르,2010,0.73
에콰도르,2011,0.72
에콰도르,2012,0.72
에콰도르,2013,0.71
에콰도르,2014,0.71
에콰도르,2015,0.7
에콰도르,2016,0.7
에콰도르,2017,0.69
에콰도르,2018,0.69
에콰도르,2019,0.68
에콰도르,2020,0.68
에콰도르,2021,0.67
에콰도르,2022,0.67
엘살바도르,2000,0.83
엘살바도르,2001,0.83
엘살바도르,2002,0.83
엘살바도르,2003,0.83
엘살바도르,2004,0.83
엘살바도르,2005,0.83
엘살바도르,2006,0.83
엘살바도르,2007,0.82
엘살바도르,2008,0.82
엘살바도르,2009,0.82
엘살바도르,2010,0.82
엘살바도르,2011,0.82
엘살바도르,2012,0.82
엘살바도르,2013,0.82
엘살바도르,2014,0.81
엘살바도르,2015,0.81
엘살바도르,2016,0.81
엘살바도르,2017,0.81
엘살바도르,2018,0.81
엘살바도르,2019,0.81
엘살바도르,2020,0.81
엘살바도르,2021,0.8
엘살바도르,2022,0.8
과테말라,2000,0.74
과테말라,2001,0.74
과테말라,2002,0.74
과테말라,2003,0.74
과테말라,2004,0.74
과테말라,2005,0.74
과테말라,2006,0.74
과테말라,2007,0.74
과테말라,2008,0.73
과테말라,2009,0.73
과테말라,2010,0.73
과테말라,2011,0.73
과테말라,2012,0.73
과테말라,2013,0.73
과테말라,2014,0.73
과테말라,2015,0.72
과테말라,2016,0.72
과테말라,2017,0.72
과테말라,2018,0.72
과테말라,2019,0.72
과테말라,2020,0.72
과테말라,2021,0.72
과테말라,2022,0.72
온두라스,2000,0.77
온두라스,2001,0.77
온두라스,2002,0.77
온두라스,2003,0.77
온두라스,2004,0.77
온두라스,2005,0.77
온두라스,2006,0.76
온두라스,2007,0.76
온두라스,2008,0.76
온두라스,2009,0.76
온두라스,2010,0.76
온두라스,2011,0.76
온두라스,2012,0.76
온두라스,2013,0.75
온두라스,2014,0.75
온두라스,2015,0.75
온두라스,2016,0.75
온두라스,2017,0.75
온두라스,2018,0.75
온두라스,2019,0.75
온두라스,2020,0.74
온두라스,2021,0.74
온두라스,2022,0.74
자메이카,2000,0.7
자메이카,2001,0.7
자메이카,2002,0.7
자메이카,2003,0.69
자메이카,2004,0.69
자메이카,2005,0.69
자메이카,2006,0.69
자메이카,2007,0.69
자메이카,2008,0.69
자메이카,2009,0.68
자메이카,2010,0.68
자메이카,2011,0.68
자메이카,2012,0.68
자메이카,2013,0.68
자메이카,2014,0.68
자메이카,2015,0.67
자메이카,2016,0.67
자메이카,2017,0.67
자메이카,2018,0.67
자메이카,2019,0.67
자메이카,2020,0.66
자메이카,2021,0.66
자메이카,2022,0.66
마르티니크,2000,0.79
마르티니크,2001,0.79
마르티니크,2002,0.79
마르티니크,2003,0.79
마르티니크,2004,0.78
마르티니크,2005,0.78
마르티니크,2006,0.78
마르티니크,2007,0.78
마르티니크,2008,0.78
마르티니크,2009,0.78
마르티니크,2010,0.77
마르티니크,2011,0.77
마르티니크,2012,0.77
마르티니크,2013,0.77
마르티니크,2014,0.77
마르티니크,2015,0.77
마르티니크,2016,0.76
마르티니크,2017,0.76
마르티니크,2018,0.76
마르티니크,2019,0.76
마르티니크,2020,0.76
마르티니크,2021,0.76
마르티니크,2022,0.76
니카라과,2000,0.85
니카라과,2001,0.85
니카라과,2002,0.85
니카라과,2003,0.84
니카라과,2004,0.84
니카라과,2005,0.84
니카라과,2006,0.84
니카라과,2007,0.84
니카라과,2008,0.84
니카라과,2009,0.84
니카라과,2010,0.84
니카라과,2011,0.83
니카라과,2012,0.83
니카라과,2013,0.83
니카라과,2014,0.83
니카라과,2015,0.83
니카라과,2016,0.83
니카라과,2017,0.83
니카라과,2018,0.82
니카라과,2019,0.82
니카라과,2020,0.82
니카라과,2021,0.82
니카라과,2022,0.82
파나마,2000,0.75
파나마,2001,0.75
파나마,2002,0.75
파나마,2003,0.75
파나마,2004,0.75
파나마,2005,0.74
파나마,2006,0.74
파나마,2007,0.74
파나마,2008,0.74
파나마,2009,0.74
파나마,2010,0.74
파나마,2011,0.74
파나마,2012,0.74
파나마,2013,0.74
파나마,2014,0.73
파나마,2015,0.73
파나마,2016,0.73
파나마,2017,0.73
파나마,2018,0.73
파나마,2019,0.73
파나마,2020,0.73
파나마,2021,0.73
파나마,2022,0.73
파라과이,2000,0.96
파라과이,2001,0.96
파라과이,2002,0.96
파라과이,2003,0.96
파라과이,2004,0.96
파라과이,2005,0.96
파라과이,2006,0.96
파라과이,2007,0.96
파라과이,2008,0.95
파라과이,2009,0.95
파라과이,2010,0.95
파라과이,2011,0.95
파라과이,2012,0.95
파라과이,2013,0.95
파라과이,2014,0.95
파라과이,2015,0.95
파라과이,2016,0.95
파라과이,2017,0.95
파라과이,2018,0.95
파라과이,2019,0.95
파라과이,2020,0.95
파라과이,2021,0.95
파라과이,2022,0.95
페루,2000,0.73
페루,2001,0.73
페루,2002,0.73
페루,2003,0.73
페루,2004,0.73
페루,2005,0.73
페루,2006,0.73
페루,2007,0.73
페루,2008,0.73
페루,2009,0.73
페루,2010,0.73
페루,2011,0.73
페루,2012,0.73
페루,2013,0.73
페루,2014,0.73
페루,2015,0.73
페루,2016,0.73
페루,2017,0.73
페루,2018,0.73
페루,2019,0.73
페루,2020,0.73
페루,2021,0.73
페루,2022,0.73
수리남,2000,0.99
수리남,2001,0.99
수리남,2002,0.99
수리남,2003,0.99
수리남,2004,0.99
수리남,2005,0.99
수리남,2006,0.99
수리남,2007,0.99
수리남,2008,0.99
수리남,2009,0.99
수리남,2010,0.99
수리남,2011,0.99
수리남,2012,0.99
수리남,2013,0.99
수리남,2014,0.99
수리남,2015,0.99
수리남,2016,0.99
수리남,2017,0.99
수리남,2018,0.99
수리남,2019,0.99
수리남,2020,0.99
수리남,2021,0.99
수리남,2022,0.99
트리니다드토바고,2000,0.83
트리니다드토바고,2001,0.83
트리니다드토바고,2002,0.83
트리니다드토바고,2003,0.83
트리니다드토바고,2004,0.83
트리니다드토바고,2005,0.83
트리니다드토바고,2006,0.82
트리니다드토바고,2007,0.82
트리니다드토바고,2008,0.82
트리니다드토바고,2009,0.82
트리니다드토바고,2010,0.82
트리니다드토바고,2011,0.82
트리니다드토바고,2012,0.82
트리니다드토바고,2013,0.81
트리니다드토바고,2014,0.81
트리니다드토바고,2015,0.81
트리니다드토바고,2016,0.81
트리니다드토바고,2017,0.81
트리니다드토바고,2018,0.81
트리니다드토바고,2019,0.8
트리니다드토바고,2020,0.8
트리니다드토바고,2021,0.8
트리니다드토바고,2022,0.8
우루과이,2000,0.86
우루과이,2001,0.86
우루과이,2002,0.86
우루과이,2003,0.86
우루과이,2004,0.86
우루과이,2005,0.86
우루과이,2006,0.86
우루과이,2007,0.86
우루과이,2008,0.86
우루과이,2009,0.86
우루과이,2010,0.86
우루과이,2011,0.86
우루과이,2012,0.86
우루과이,2013,0.86
우루과이,2014,0.86
우루과이,2015,0.86
우루과이,2016,0.86
우루과이,2017,0.86
우루과이,2018,0.86
우루과이,2019,0.86
우루과이,2020,0.85
우루과이,2021,0.85
우루과이,2022,0.85
베네수엘라,2000,0.85
베네수엘라,2001,0.85
베네수엘라,2002,0.85
베네수엘라,2003,0.85
베네수엘라,2004,0.84
베네수엘라,2005,0.84
베네수엘라,2006,0.84
베네수엘라,2007,0.84
베네수엘라,2008,0.84
베네수엘라,2009,0.84
베네수엘라,2010,0.84
베네수엘라,2011,0.83
베네수엘라,2012,0.83
베네수엘라,2013,0.83
베네수엘라,2014,0.83
베네수엘라,2015,0.83
베네수엘라,2016,0.83
베네수엘라,2017,0.83
베네수엘라,2018,0.83
베네수엘라,2019,0.82
베네수엘라,2020,0.82
베네수엘라,2021,0.82
베네수엘라,2022,0.82
알바니아,2000,0.89
알바니아,2001,0.89
알바니아,2002,0.88
알바니아,2003,0.88
알바니아,2004,0.88
알바니아,2005,0.88
알바니아,2006,0.87
알바니아,2007,0.87
알바니아,2008,0.87
알바니아,2009,0.87
알바니아,2010,0.86
알바니아,2011,0.86
알바니아,2012,0.86
알바니아,2013,0.86
알바니아,2014,0.85
알바니아,2015,0.85
알바니아,2016,0.85
알바니아,2017,0.85
알바니아,2018,0.84
알바니아,2019,0.84
알바니아,2020,0.84
알바니아,2021,0.84
알바니아,2022,0.83
오스트리아,2000,0.89
오스트리아,2001,0.89
오스트리아,2002,0.89
오스트리아,2003,0.89
오스트리아,2004,0.89
오스트리아,2005,0.89
오스트리아,2006,0.89
오스트리아,2007,0.89
오스트리아,2008,0.89
오스트리아,2009,0.89
오스트리아,2010,0.89
오스트리아,2011,0.89
오스트리아,2012,0.89
오스트리아,2013,0.89
오스트리아,2014,0.89
오스트리아,2015,0.89
오스트리아,2016,0.89
오스트리아,2017,0.89
오스트리아,2018,0.89
오스트리아,2019,0.89
오스트리아,2020,0.89
오스트리아,2021,0.9
오스트리아,2022,0.9
벨라루스,2000,0.95
벨라루스,2001,0.95
벨라루스,2002,0.95
벨라루스,2003,0.95
벨라루스,2004,0.95
벨라루스,2005,0.95
벨라루스,2006,0.95
벨라루스,2007,0.96
벨라루스,2008,0.96
벨라루스,2009,0.96
벨라루스,2010,0.96
벨라루스,2011,0.96
벨라루스,2012,0.96
벨라루스,2013,0.96
벨라루스,2014,0.96
벨라루스,2015,0.97
벨라루스,2016,0.97
벨라루스,2017,0.97
벨라루스,2018,0.97
벨라루스,2019,0.97
벨라루스,2020,0.97
벨라루스,2021,0.97
벨라루스,2022,0.97
벨기에,2000,0.98
벨기에,2001,0.98
벨기에,2002,0.98
벨기에,2003,0.98
벨기에,2004,0.98
벨기에,2005,0.98
벨기에,2006,0.98
벨기에,2007,0.98
벨기에,2008,0.98
벨기에,2009,0.98
벨기에,2010,0.98
벨기에,2011,0.98
벨기에,2012,0.98
벨기에,2013,0.98
벨기에,2014,0.98
벨기에,2015,0.98
벨기에,2016,0.98
벨기에,2017,0.98
벨기에,2018,0.98
벨기에,2019,0.98
벨기에,2020,0.98
벨기에,2021,0.98
벨기에,2022,0.98
보스니아-헤르체고비나,2000,0.9
보스니아-헤르체고비나,2001,0.9
보스니아-헤르체고비나,2002,0.9
보스니아-헤르체고비나,2003,0.9
보스니아-헤르체고비나,2004,0.9
보스니아-헤르체고비나,2005,0.9
보스니아-헤르체고비나,2006,0.9
보스니아-헤르체고비나,2007,0.9
보스니아-헤르체고비나,2008,0.9
보스니아-헤르체고비나,2009,0.9
보스니아-헤르체고비나,2010,0.9
보스니아-헤르체고비나,2011,0.9
보스니아-헤르체고비나,2012,0.9
보스니아-헤르체고비나,2013,0.9
보스니아-헤르체고비나,2014,0.9
보스니아-헤르체고비나,2015,0.9
보스니아-헤르체고비나,2016,0.9
보스니아-헤르체고비나,2017,0.9
보스니아-헤르체고비나,2018,0.9
보스니아-헤르체고비나,2019,0.9
보스니아-헤르체고비나,2020,0.9
보스니아-헤르체고비나,2021,0.9
보스니아-헤르체고비나,2022,0.9
불가리아,2000,0.94
불가리아,2001,0.94
불가리아,2002,0.94
불가리아,2003,0.94
불가리아,2004,0.94
불가리아,2005,0.94
불가리아,2006,0.94
불가리아,2007,0.94
불가리아,2008,0.94
불가리아,2009,0.94
불가리아,2010,0.94
불가리아,2011,0.94
불가리아,2012,0.94
불가리아,2013,0.94
불가리아,2014,0.94
불가리아,2015,0.94
불가리아,2016,0.94
불가리아,2017,0.94
불가리아,2018,0.94
불가리아,2019,0.94
불가리아,2020,0.94
불가리아,2021,0.94
불가리아,2022,0.94
크로아티아,2000,0.9
크로아티아,2001,0.9
크로아티아,2002,0.9
크로아티아,2003,0.9
크로아티아,2004,0.9
크로아티아,2005,0.9
크로아티아,2006,0.9
크로아티아,2007,0.9
크로아티아,2008,0.9
크로아티아,2009,0.9
크로아티아,2010,0.9
크로아티아,2011,0.9
크로아티아,2012,0.9
크로아티아,2013,0.9
크로아티아,2014,0.9
크로아티아,2015,0.9
크로아티아,2016,0.9
크로아티아,2017,0.9
크로아티아,2018,0.9
크로아티아,2019,0.9
크로아티아,2020,0.9
크로아티아,2021,0.9
크로아티아,2022,0.9
체코,2000,0.97
체코,2001,0.97
체코,2002,0.97
체코,2003,0.97
체코,2004,0.97
체코,2005,0.97
체코,2006,0.97
체코,2007,0.97
체코,2008,0.97
체코,2009,0.97
체코,2010,0.97
체코,2011,0.97
체코,2012,0.97
체코,2013,0.97
체코,2014,0.97
체코,2015,0.97
체코,2016,0.97
체코,2017,0.97
체코,2018,0.97
체코,2019,0.97
체코,2020,0.97
체코,2021,0.97
체코,2022,0.97
덴마크,2000,0.98
덴마크,2001,0.98
덴마크,2002,0.98
덴마크,2003,0.98
덴마크,2004,0.98
덴마크,2005,0.98
덴마크,2006,0.98
덴마크,2007,0.98
덴마크,2008,0.98
덴마크,2009,0.98
덴마크,2010,0.98
덴마크,2011,0.98
덴마크,2012,0.98
덴마크,2013,0.98
덴마크,2014,0.97
덴마크,2015,0.97
덴마크,2016,0.97
덴마크,2017,0.97
덴마크,2018,0.97
덴마크,2019,0.97
덴마크,2020,0.97
덴마크,2021,0.97
덴마크,2022,0.97
에스토니아,2000,0.99
에스토니아,2001,0.99
에스토니아,2002,0.99
에스토니아,2003,0.99
에스토니아,2004,0.99
에스토니아,2005,0.99
에스토니아,2006,0.99
에스토니아,2007,0.99
에스토니아,2008,0.99
에스토니아,2009,0.99
에스토니아,2010,0.99
에스토니아,2011,0.99
에스토니아,2012,0.99
에스토니아,2013,0.99
에스토니아,2014,0.99
에스토니아,2015,0.99
에스토니아,2016,0.99
에스토니아,2017,0.99
에스토니아,2018,0.99
에스토니아,2019,0.99
에스토니아,2020,0.99
에스토니아,2021,0.99
에스토니아,2022,0.99
핀란드,2000,0.99
핀란드,2001,0.99
핀란드,2002,0.99
핀란드,2003,0.99
핀란드,2004,0.99
핀란드,2005,0.99
핀란드,2006,0.99
핀란드,2007,0.99
핀란드,2008,0.99
핀란드,2009,0.99
핀란드,2010,0.99
핀란드,2011,0.99
핀란드,2012,0.99
핀란드,2013,0.99
핀란드,2014,0.99
핀란드,2015,0.99
핀란드,2016,0.99
핀란드,2017,0.99
핀란드,2018,0.99
핀란드,2019,0.99
핀란드,2020,0.99
핀란드,2021,0.99
핀란드,2022,0.99
프랑스,2000,0.92
프랑스,2001,0.91
프랑스,2002,0.91
프랑스,2003,0.9
프랑스,2004,0.9
프랑스,2005,0.9
프랑스,2006,0.89
프랑스,2007,0.89
프랑스,2008,0.88
프랑스,2009,0.88
프랑스,2010,0.88
프랑스,2011,0.87
프랑스,2012,0.87
프랑스,2013,0.87
프랑스,2014,0.86
프랑스,2015,0.86
프랑스,2016,0.85
프랑스,2017,0.85
프랑스,2018,0.85
프랑스,2019,0.84
프랑스,2020,0.84
프랑스,2021,0.84
프랑스,2022,0.83
독일,2000,0.98
독일,2001,0.98
독일,2002,0.98
독일,2003,0.98
독일,2004,0.98
독일,2005,0.98
독일,2006,0.98
독일,2007,0.98
독일,2008,0.98
독일,2009,0.98
독일,2010,0.98
독일,2011,0.98
독일,2012,0.98
독일,2013,0.98
독일,2014,0.98
독일,2015,0.98
독일,2016,0.98
독일,2017,0.98
독일,2018,0.98
독일,2019,0.98
독일,2020,0.98
독일,2021,0.98
독일,2022,0.98
그리스,2000,0.84
그리스,2001,0.84
그리스,2002,0.84
그리스,2003,0.84
그리스,2004,0.84
그리스,2005,0.84
그리스,2006,0.84
그리스,2007,0.84
그리스,2008,0.84
그리스,2009,0.84
그리스,2010,0.84
그리스,2011,0.84
그리스,2012,0.84
그리스,2013,0.84
그리스,2014,0.84
그리스,2015,0.84
그리스,2016,0.84
그리스,2017,0.84
그리스,2018,0.84
그리스,2019,0.84
그리스,2020,0.83
그리스,2021,0.83
그리스,2022,0.83
헝가리,2000,0.86
헝가리,2001,0.86
헝가리,2002,0.86
헝가리,2003,0.86
헝가리,2004,0.86
헝가리,2005,0.86
헝가리,2006,0.86
헝가리,2007,0.86
헝가리,2008,0.86
헝가리,2009,0.86
헝가리,2010,0.86
헝가리,2011,0.86
헝가리,2012,0.86
헝가리,2013,0.86
헝가리,2014,0.86
헝가리,2015,0.86
헝가리,2016,0.86
헝가리,2017,0.86
헝가리,2018,0.86
헝가리,2019,0.86
헝가리,2020,0.86
헝가리,2021,0.86
헝가리,2022,0.86
아이슬란드,2000,0.87
아이슬란드,2001,0.87
아이슬란드,2002,0.87
아이슬란드,2003,0.87
아이슬란드,2004,0.87
아이슬란드,2005,0.87
아이슬란드,2006,0.87
아이슬란드,2007,0.88
아이슬란드,2008,0.88
아이슬란드,2009,0.88
아이슬란드,2010,0.88
아이슬란드,2011,0.88
아이슬란드,2012,0.88
아이슬란드,2013,0.87
아이슬란드,2014,0.87
아이슬란드,2015,0.87
아이슬란드,2016,0.87
아이슬란드,2017,0.87
아이슬란드,2018,0.87
아이슬란드,2019,0.87
아이슬란드,2020,0.87
아이슬란드,2021,0.87
아이슬란드,2022,0.87
아일랜드,2000,0.92
아일랜드,2001,0.92
아일랜드,2002,0.92
아일랜드,2003,0.92
아일랜드,2004,0.92
아일랜드,2005,0.92
아일랜드,2006,0.92
아일랜드,2007,0.92
아일랜드,2008,0.92
아일랜드,2009,0.92
아일랜드,2010,0.92
아일랜드,2011,0.92
아일랜드,2012,0.92
아일랜드,2013,0.92
아일랜드,2014,0.92
아일랜드,2015,0.92
아일랜드,2016,0.92
아일랜드,2017,0.92
아일랜드,2018,0.91
아일랜드,2019,0.91
아일랜드,2020,0.92
아일랜드,2021,0.92
아일랜드,2022,0.92
이탈리아,2000,0.9
이탈리아,2001,0.9
이탈리아,2002,0.9
이탈리아,2003,0.9
이탈리아,2004,0.9
이탈리아,2005,0.9
이탈리아,2006,0.9
이탈리아,2007,0.9
이탈리아,2008,0.9
이탈리아,2009,0.9
이탈리아,2010,0.9
이탈리아,2011,0.9
이탈리아,2012,0.9
이탈리아,2013,0.9
이탈리아,2014,0.9
이탈리아,2015,0.9
이탈리아,2016,0.9
이탈리아,2017,0.9
이탈리아,2018,0.9
이탈리아,2019,0.9
이탈리아,2020,0.9
이탈리아,2021,0.89
이탈리아,2022,0.89
라트비아,2000,0.99
라트비아,2001,0.99
라트비아,2002,0.99
라트비아,2003,0.99
라트비아,2004,0.99
라트비아,2005,0.99
라트비아,2006,0.99
라트비아,2007,0.99
라트비아,2008,0.99
라트비아,2009,0.99
라트비아,2010,0.99
라트비아,2011,0.99
라트비아,2012,0.99
라트비아,2013,0.99
라트비아,2014,0.99
라트비아,2015,0.99
라트비아,2016,0.99
라트비아,2017,0.99
라트비아,2018,0.99
라트비아,2019,0.99
라트비아,2020,0.99
라트비아,2021,0.99
라트비아,2022,0.99
리투아니아,2000,0.99
리투아니아,2001,0.99
리투아니아,2002,0.99
리투아니아,2003,0.99
리투아니아,2004,0.99
리투아니아,2005,0.99
리투아니아,2006,0.99
리투아니아,2007,0.99
리투아니아,2008,0.99
리투아니아,2009,0.99
리투아니아,2010,0.99
리투아니아,2011,0.99
리투아니아,2012,0.99
리투아니아,2013,0.99
리투아니아,2014,0.99
리투아니아,2015,0.99
리투아니아,2016,0.99
리투아니아,2017,0.99
리투아니아,2018,0.99
리투아니아,2019,0.99
리투아니아,2020,0.99
리투아니아,2021,0.99
리투아니아,2022,0.99
룩셈부르크,2000,0.98
룩셈부르크,2001,0.98
룩셈부르크,2002,0.98
룩셈부르크,2003,0.98
룩셈부르크,2004,0.98
룩셈부르크,2005,0.98
룩셈부르크,2006,0.98
룩셈부르크,2007,0.98
룩셈부르크,2008,0.98
룩셈부르크,2009,0.98
룩셈부르크,2010,0.98
룩셈부르크,2011,0.98
룩셈부르크,2012,0.98
룩셈부르크,2013,0.98
룩셈부르크,2014,0.98
룩셈부르크,2015,0.98
룩셈부르크,2016,0.98
룩셈부르크,2017,0.98
룩셈부르크,2018,0.98
룩셈부르크,2019,0.98
룩셈부르크,2020,0.98
룩셈부르크,2021,0.98
룩셈부르크,2022,0.99
북마케도니아,2000,0.97
북마케도니아,2001,0.97
북마케도니아,2002,0.97
북마케도니아,2003,0.97
북마케도니아,2004,0.97
북마케도니아,2005,0.97
북마케도니아,2006,0.97
북마케도니아,2007,0.97
북마케도니아,2008,0.97
북마케도니아,2009,0.97
북마케도니아,2010,0.97
북마케도니아,2011,0.97
북마케도니아,2012,0.97
북마케도니아,2013,0.97
북마케도니아,2014,0.97
북마케도니아,2015,0.97
북마케도니아,2016,0.97
북마케도니아,2017,0.97
북마케도니아,2018,0.97
북마케도니아,2019,0.97
북마케도니아,2020,0.97
북마케도니아,2021,0.97
북마케도니아,2022,0.97
몰타,2000,0.88
몰타,2001,0.88
몰타,2002,0.88
몰타,2003,0.87
몰타,2004,0.87
몰타,2005,0.87
몰타,2006,0.87
몰타,2007,0.87
몰타,2008,0.87
몰타,2009,0.87
몰타,2010,0.87
몰타,2011,0.87
몰타,2012,0.87
몰타,2013,0.87
몰타,2014,0.87
몰타,2015,0.87
몰타,2016,0.87
몰타,2017,0.87
몰타,2018,0.87
몰타,2019,0.87
몰타,2020,0.87
몰타,2021,0.87
몰타,2022,0.87
몰도바,2000,0.94
몰도바,2001,0.94
몰도바,2002,0.94
몰도바,2003,0.94
몰도바,2004,0.94
몰도바,2005,0.94
몰도바,2006,0.94
몰도바,2007,0.94
몰도바,2008,0.94
몰도바,2009,0.94
몰도바,2010,0.94
몰도바,2011,0.94
몰도바,2012,0.94
몰도바,2013,0.94
몰도바,2014,0.94
몰도바,2015,0.94
몰도바,2016,0.94
몰도바,2017,0.94
몰도바,2018,0.94
몰도바,2019,0.95
몰도바,2020,0.95
몰도바,2021,0.95
몰도바,2022,0.95
네덜란드,2000,0.97
네덜란드,2001,0.97
네덜란드,2002,0.96
네덜란드,2003,0.96
네덜란드,2004,0.96
네덜란드,2005,0.96
네덜란드,2006,0.96
네덜란드,2007,0.96
네덜란드,2008,0.96
네덜란드,2009,0.95
네덜란드,2010,0.95
네덜란드,2011,0.95
네덜란드,2012,0.95
네덜란드,2013,0.95
네덜란드,2014,0.95
네덜란드,2015,0.95
네덜란드,2016,0.94
네덜란드,2017,0.94
네덜란드,2018,0.94
네덜란드,2019,0.94
네덜란드,2020,0.94
네덜란드,2021,0.94
네덜란드,2022,0.94
노르웨이,2000,0.96
노르웨이,2001,0.96
노르웨이,2002,0.96
노르웨이,2003,0.96
노르웨이,2004,0.96
노르웨이,2005,0.95
노르웨이,2006,0.95
노르웨이,2007,0.95
노르웨이,2008,0.95
노르웨이,2009,0.95
노르웨이,2010,0.95
노르웨이,2011,0.95
노르웨이,2012,0.95
노르웨이,2013,0.95
노르웨이,2014,0.95
노르웨이,2015,0.95
노르웨이,2016,0.95
노르웨이,2017,0.95
노르웨이,2018,0.95
노르웨이,2019,0.95
노르웨이,2020,0.95
노르웨이,2021,0.95
노르웨이,2022,0.95
폴란드,2000,0.95
폴란드,2001,0.95
폴란드,2002,0.95
폴란드,2003,0.95
폴란드,2004,0.95
폴란드,2005,0.96
폴란드,2006,0.96
폴란드,2007,0.96
폴란드,2008,0.96
폴란드,2009,0.96
폴란드,2010,0.96
폴란드,2011,0.96
폴란드,2012,0.96
폴란드,2013,0.96
폴란드,2014,0.97
폴란드,2015,0.97
폴란드,2016,0.97
폴란드,2017,0.97
폴란드,2018,0.97
폴란드,2019,0.97
폴란드,2020,0.97
폴란드,2021,0.97
폴란드,2022,0.97
포르투갈,2000,0.87
포르투갈,2001,0.87
포르투갈,2002,0.87
포르투갈,2003,0.87
포르투갈,2004,0.87
포르투갈,2005,0.87
포르투갈,2006,0.87
포르투갈,2007,0.87
포르투갈,2008,0.87
포르투갈,2009,0.87
포르투갈,2010,0.87
포르투갈,2011,0.87
포르투갈,2012,0.87
포르투갈,2013,0.87
포르투갈,2014,0.87
포르투갈,2015,0.87
포르투갈,2016,0.87
포르투갈,2017,0.87
포르투갈,2018,0.87
포르투갈,2019,0.87
포르투갈,2020,0.86
포르투갈,2021,0.86
포르투갈,2022,0.86
루마니아,2000,0.86
루마니아,2001,0.86
루마니아,2002,0.86
루마니아,2003,0.86
루마니아,2004,0.86
루마니아,2005,0.86
루마니아,2006,0.86
루마니아,2007,0.86
루마니아,2008,0.86
루마니아,2009,0.86
루마니아,2010,0.86
루마니아,2011,0.86
루마니아,2012,0.86
루마니아,2013,0.86
루마니아,2014,0.86
루마니아,2015,0.86
루마니아,2016,0.86
루마니아,2017,0.86
루마니아,2018,0.86
루마니아,2019,0.86
루마니아,2020,0.86
루마니아,2021,0.86
루마니아,2022,0.86
러시아,2000,0.96
러시아,2001,0.96
러시아,2002,0.96
러시아,2003,0.96
러시아,2004,0.96
러시아,2005,0.96
러시아,2006,0.95
러시아,2007,0.95
러시아,2008,0.95
러시아,2009,0.95
러시아,2010,0.95
러시아,2011,0.95
러시아,2012,0.95
러시아,2013,0.95
러시아,2014,0.95
러시아,2015,0.95
러시아,2016,0.95
러시아,2017,0.95
러시아,2018,0.95
러시아,2019,0.95
러시아,2020,0.95
러시아,2021,0.95
러시아,2022,0.95
산마리노,2000,0.98
산마리노,2001,0.98
산마리노,2002,0.98
산마리노,2003,0.98
산마리노,2004,0.98
산마리노,2005,0.98
산마리노,2006,0.98
산마리노,2007,0.98
산마리노,2008,0.98
산마리노,2009,0.98
산마리노,2010,0.98
산마리노,2011,0.98
산마리노,2012,0.98
산마리노,2013,0.98
산마리노,2014,0.98
산마리노,2015,0.98
산마리노,2016,0.98
산마리노,2017,0.98
산마리노,2018,0.98
산마리노,2019,0.98
산마리노,2020,0.98
산마리노,2021,0.99
산마리노,2022,0.99
슬로바키아,2000,0.95
슬로바키아,2001,0.95
슬로바키아,2002,0.95
슬로바키아,2003,0.95
슬로바키아,2004,0.95
슬로바키아,2005,0.95
슬로바키아,2006,0.95
슬로바키아,2007,0.95
슬로바키아,2008,0.95
슬로바키아,2009,0.95
슬로바키아,2010,0.95
슬로바키아,2011,0.95
슬로바키아,2012,0.95
슬로바키아,2013,0.95
슬로바키아,2014,0.95
슬로바키아,2015,0.95
슬로바키아,2016,0.95
슬로바키아,2017,0.95
슬로바키아,2018,0.95
슬로바키아,2019,0.95
슬로바키아,2020,0.95
슬로바키아,2021,0.95
슬로바키아,2022,0.95
슬로베니아,2000,0.93
슬로베니아,2001,0.93
슬로베니아,2002,0.93
슬로베니아,2003,0.93
슬로베니아,2004,0.93
슬로베니아,2005,0.93
슬로베니아,2006,0.93
슬로베니아,2007,0.93
슬로베니아,2008,0.93
슬로베니아,2009,0.93
슬로베니아,2010,0.93
슬로베니아,2011,0.93
슬로베니아,2012,0.93
슬로베니아,2013,0.93
슬로베니아,2014,0.93
슬로베니아,2015,0.93
슬로베니아,2016,0.93
슬로베니아,2017,0.93
슬로베니아,2018,0.93
슬로베니아,2019,0.93
슬로베니아,2020,0.93
슬로베니아,2021,0.93
슬로베니아,2022,0.93
스페인,2000,0.85
스페인,2001,0.85
스페인,2002,0.85
스페인,2003,0.85
스페인,2004,0.85
스페인,2005,0.85
스페인,2006,0.85
스페인,2007,0.85
스페인,2008,0.85
스페인,2009,0.85
스페인,2010,0.85
스페인,2011,0.85
스페인,2012,0.85
스페인,2013,0.85
스페인,2014,0.85
스페인,2015,0.85
스페인,2016,0.85
스페인,2017,0.85
스페인,2018,0.85
스페인,2019,0.85
스페인,2020,0.85
스페인,2021,0.85
스페인,2022,0.85
스웨덴,2000,0.99
스웨덴,2001,0.99
스웨덴,2002,0.99
스웨덴,2003,0.99
스웨덴,2004,0.99
스웨덴,2005,0.99
스웨덴,2006,0.99
스웨덴,2007,0.99
스웨덴,2008,0.99
스웨덴,2009,0.99
스웨덴,2010,0.99
스웨덴,2011,0.99
스웨덴,2012,0.99
스웨덴,2013,0.99
스웨덴,2014,0.99
스웨덴,2015,0.99
스웨덴,2016,0.99
