,본부명,지사명,노선명,구간,방.향,X5km,발생건수,위도.x,경도,X,번호,생태통로명,주소,도로명,도로번호,차선_수,위도.y,위도
83, 전북 , 보령 , 서해안선 ,220~225, 서울 ,220,3,36.5586954,126.5794765,NA,NA,NA,NA,NA,NA,NA,NA,36.5586954
84, 전북 , 부여 , 서천공주선 ,20~25, 공주 ,20,5,36.2167446,126.7772633,NA,NA,NA,NA,NA,NA,NA,NA,36.2167446
85, 전북 , 부여 , 서천공주선 ,25~30, 공주 ,25,3,36.2578517,126.7980863,NA,NA,NA,NA,NA,NA,NA,NA,36.2578517
86, 전북 , 부여 , 서천공주선 ,40~45, 공주 ,40,3,36.3532524,126.9134826,NA,NA,NA,NA,NA,NA,NA,NA,36.3532524
87, 광주전남 , 남원 , 광주대구선 ,30~35, 광주 ,30,3,35.3629986,127.1369875,NA,NA,NA,NA,NA,NA,NA,NA,35.3629986
88, 광주전남 , 남원 , 광주대구선 ,45~50, 광주 ,45,3,35.3936382,127.289384,NA,NA,NA,NA,NA,NA,NA,NA,35.3936382
89, 광주전남 , 남원 , 광주대구선 ,90~95, 대구 ,90,3,35.543314,127.6965106,NA,NA,NA,NA,NA,NA,NA,NA,35.543314
90, 광주전남 , 순천 , 남해선 ,5~10, 순천 ,5,3,34.9903282,127.5283704,NA,NA,NA,NA,NA,NA,NA,NA,34.9903282
91, 광주전남 , 순천 , 호남선 ,35~40, 순천 ,35,3,35.1753033,127.244546,NA,NA,NA,NA,NA,NA,NA,NA,35.1753033
92, 광주전남 , 함평 , 무안광주선 ,5~10, 광주 ,5,4,35.0158235,126.4391644,NA,NA,NA,NA,NA,NA,NA,NA,35.0158235
93, 광주전남 , 함평 , 무안광주선 ,10~15, 광주 ,10,4,35.030325,126.4896234,NA,NA,NA,NA,NA,NA,NA,NA,35.030325
94, 광주전남 , 함평 , 무안광주선 ,30~35, 광주 ,30,4,35.0984857,126.6874541,NA,NA,NA,NA,NA,NA,NA,NA,35.0984857
95, 광주전남 , 함평 , 무안광주선 ,30~35, 무안 ,30,7,35.0984857,126.6874541,NA,NA,NA,NA,NA,NA,NA,NA,35.0984857
96, 광주전남 , 함평 , 무안광주선 ,35~40, 무안 ,35,3,35.1199527,126.7343378,NA,NA,NA,NA,NA,NA,NA,NA,35.1199527
97, 광주전남 , 함평 , 서해안선 ,5~10, 목포 ,5,3,34.8496291,126.4719396,NA,NA,NA,NA,NA,NA,NA,NA,34.8496291
98, 광주전남 , 함평 , 서해안선 ,30~35, 목포 ,30,4,35.0649544,126.4796394,NA,NA,NA,NA,NA,NA,NA,NA,35.0649544
99, 광주전남 , 함평 , 서해안선 ,35~40, 목포 ,35,3,35.1099659,126.481287,NA,NA,NA,NA,NA,NA,NA,NA,35.1099659
100, 광주전남 , 함평 , 서해안선 ,20~25, 서울 ,20,4,34.9761177,126.4957519,NA,NA,NA,NA,NA,NA,NA,NA,34.9761177
101, 광주전남 , 함평 , 서해안선 ,25~30, 서울 ,25,4,35.0207604,126.4892992,NA,NA,NA,NA,NA,NA,NA,NA,35.0207604
102, 광주전남 , 함평 , 서해안선 ,35~40, 서울 ,35,5,35.1099659,126.481287,NA,NA,NA,NA,NA,NA,NA,NA,35.1099659
103, 광주전남 , 함평 , 서해안선 ,55~60, 서울 ,55,3,35.2732961,126.5436837,NA,NA,NA,NA,NA,NA,NA,NA,35.2732961
104, 대구경북 , 영주 , 중앙선 ,180~185, 부산 ,180,5,36.4786835,128.6178162,NA,NA,NA,NA,NA,NA,NA,NA,36.4786835
105, 대구경북 , 영주 , 중앙선 ,225~230, 춘천 ,225,3,36.8098916,128.54378,NA,NA,NA,NA,NA,NA,NA,NA,36.8098916
106, 대구경북 , 청송 , 당진영덕선 ,115~120, 영덕 ,115,3,36.4335624,128.6084357,NA,NA,NA,NA,NA,NA,NA,NA,36.4335624
107, 부산경남 , 고성 , 중부선 ,15~20, 통영 ,15,3,34.9752193,128.3813689,NA,NA,NA,NA,NA,NA,NA,NA,34.9752193
108, 부산경남 , 창원 , 남해제1지선 ,15~20, 산인 ,15,4,35.2610778,128.6091613,NA,NA,NA,NA,NA,NA,NA,NA,35.2610778
132,NA,NA,NA,NA,NA,NA,NA,NA,126.830988888889,1,1001,중동터널,서울특별시 구로구 궁동,계남큰길,,왕복6차로,37.5064916666667,37.5064916666667
133,NA,NA,NA,NA,NA,NA,NA,NA,129.140919444444,2,1002,개좌생태터널,부산광역시 금정구 회동동 산4-1,개좌로,0,왕복2차선,35.2516805555556,35.2516805555556
134,NA,NA,NA,NA,NA,NA,NA,NA,129.172,3,1004,곰내 생태통로,부산광역시 기장군 철마면 웅천리,군도,19호선,왕복2차선,35.3057777777778,35.3057777777778
135,NA,NA,NA,NA,NA,NA,NA,NA,129.203305555556,4,1005,정관예림리 생태통로,부산광역시 기장군 정관면 예림리,국지도,60호,왕복4차선,35.3296666666667,35.3296666666667
136,NA,NA,NA,NA,NA,NA,NA,NA,128.9412414,5,1006,을숙도 생태통로,부산광역시 사하구 하단동,낙동남로,1240,왕복7차선,35.1088462,35.1088462
137,NA,NA,NA,NA,NA,NA,NA,NA,129.051641666667,6,1007,만덕생태터널,부산광역시 북구 만덕동 산89-2,만덕고갯길,1,왕복 1 차선,35.2113472222222,35.2113472222222
138,NA,NA,NA,NA,NA,NA,NA,NA,126.709594444444,7,1008,징매이고개 생태통로,인천광역시 서구 공촌동,경명로,광3-9호,왕복8차선,37.5466527777778,37.5466527777778
139,NA,NA,NA,NA,NA,NA,NA,NA,126.690277777778,8,1009,원적산길 생태통로,인천광역시 서구 가좌동,원적로,중로1류33호선,왕복6차로,37.5030361111111,37.5030361111111
140,NA,NA,NA,NA,NA,NA,NA,NA,126.727777777778,9,1010,,광주광역시 광산구 지정동,국지도,49호선,왕복4차선,35.1438888888889,35.1438888888889
141,NA,NA,NA,NA,NA,NA,NA,NA,127.459444444444,10,1011,,대전광역시 동구 용운동,동부순환도로,,왕복4차선,36.3408333333333,36.3408333333333
142,NA,NA,NA,NA,NA,NA,NA,NA,127.460555555556,11,1012,,대전광역시 동구 가양동,동부순환도로,,왕복4차선,36.3480555555556,36.3480555555556
143,NA,NA,NA,NA,NA,NA,NA,NA,127.387319444444,12,1013,,대전광역시 중구 침산동,대전남부순환고속도로,남부순환도로,왕복4차선,36.2833888888889,36.2833888888889
144,NA,NA,NA,NA,NA,NA,NA,NA,129.295,13,1014,국도14호선,울산광역시 남구 두왕동,국도,14호선,왕복4차선,35.5036111111111,35.5036111111111
145,NA,NA,NA,NA,NA,NA,NA,NA,129.111666666667,14,1015,하늘공원 진입로,울산광역시 울주군 삼동면 조일리,보삼길,소로 1-3 호선,왕복2차선,35.4952777777778,35.4952777777778
146,NA,NA,NA,NA,NA,NA,NA,NA,129.246333333333,15,1016,두꺼비 생태통로,울산광역시 울주군 웅천면 통천리,군도,18호선,왕복2차선,35.4751666666667,35.4751666666667
147,NA,NA,NA,NA,NA,NA,NA,NA,127.196194444444,16,1017,목동 직동간 터널,경기도 광주시 직동,시도,9호선,왕복2차선,37.39625,37.39625
148,NA,NA,NA,NA,NA,NA,NA,NA,127.169888888889,17,1018,오포터널,경기도 광주시 오포읍 능평리,-,57호선,왕복4차선,37.3516944444444,37.3516944444444
149,NA,NA,NA,NA,NA,NA,NA,NA,127.235166666667,18,1019,-,경기도 광주시 중대동 ,마을진입로,-,왕복2차선,37.396,37.396
150,NA,NA,NA,NA,NA,NA,NA,NA,127.302797222222,19,1021,외방리 생태통로,경기도 남양주시 수동면 외방리,농어촌,201호선,왕복2차선,37.7347138888889,37.7347138888889
151,NA,NA,NA,NA,NA,NA,NA,NA,127.234272222222,20,1022,도곡리 생태통로,경기도 남양주시 와부읍 도곡리,군도,13호선,왕복2차선,37.5902416666667,37.5902416666667
152,NA,NA,NA,NA,NA,NA,NA,NA,127.1875,21,1023,갈마치생태통로,경기도 성남시 중원구 갈현동,,389,왕복2차선,37.4197222222222,37.4197222222222
153,NA,NA,NA,NA,NA,NA,NA,NA,127.143333333333,22,1024,돌마로생태통로,경기도 성남시 중원구 도촌동,돌마로,,왕복4차선,37.4158333333333,37.4158333333333
154,NA,NA,NA,NA,NA,NA,NA,NA,126.811666666667,23,1026,범배산 생태 연결통로,경기도 시흥시 광석동 산24-9,시도,1호선,왕복 6 차선,37.3838888888889,37.3838888888889
155,NA,NA,NA,NA,NA,NA,NA,NA,126.7725,24,1027,마유로 생태 연결통로,경기도 시흥시 장곡동 산84-3,시도,9호선,왕복6차선,37.3777777777778,37.3777777777778
156,NA,NA,NA,NA,NA,NA,NA,NA,126.940361111111,25,1028,,경기도 경기도 양주시 광적면 우고리,시도,39호선,왕복2차선,37.8291666666667,37.8291666666667
157,NA,NA,NA,NA,NA,NA,NA,NA,127.021388888889,26,1029,,경기도 양주시 어둔동,시도,3호선,왕복2차선,37.782,37.782
158,NA,NA,NA,NA,NA,NA,NA,NA,127.631361111111,27,1031,,경기도 여주시 현암리,군도,10호선,왕복4차선,37.3142666666667,37.3142666666667
159,NA,NA,NA,NA,NA,NA,NA,NA,127.163122222222,28,1032,,경기도 용인시 처인구 삼가동,학고개터널,321호선,왕복4차선,37.2252222222222,37.2252222222222
160,NA,NA,NA,NA,NA,NA,NA,NA,127.238022222222,29,1033,,경기도 용인시 처인구 양지면 주북리,도시계획도로소,1-13호선,왕복2차선,37.2602833333333,37.2602833333333
161,NA,NA,NA,NA,NA,NA,NA,NA,127.354605555556,30,1034,,경기도 용인시 처인구 원삼면 두창리 산2-6,원설로,318호선,왕복2차선,37.1498444444444,37.1498444444444
162,NA,NA,NA,NA,NA,NA,NA,NA,127.296294444444,31,1035,곱든고개 생태통로,경기도 용인시 처인구 원삼면 사암리,소로1-11,57호선,왕복2차선,37.1870861111111,37.1870861111111
163,NA,NA,NA,NA,NA,NA,NA,NA,126.990888888889,32,1036,모락산 터널,경기도 의왕시 내손동 산142번지,시도,125호선,왕복2차선,37.37525,37.37525
164,NA,NA,NA,NA,NA,NA,NA,NA,126.795277777778,33,1040,봉서터널,경기도 파주시 파주읍 봉서리,시도,6호선(도시계획 대1-2),왕복4차선,37.8502777777778,37.8502777777778
165,NA,NA,NA,NA,NA,NA,NA,NA,126.853888888889,34,1041,신산터널,경기도 파주시 광탄면 신산리,시도,13호선(도시계획 중2-1),왕복2차선,37.7788888888889,37.7788888888889
166,NA,NA,NA,NA,NA,NA,NA,NA,126.780833333333,35,1042,학령1터널,경기도 파주시 아동동,시청로,(도시계획 중1-1),왕복4차선,37.7608333333333,37.7608333333333
167,NA,NA,NA,NA,NA,NA,NA,NA,126.790277777778,36,1043,학령2터널,경기도 파주시 아동동,학령로,(도시계획 소2-101),왕복4차선,37.7569444444444,37.7569444444444
168,NA,NA,NA,NA,NA,NA,NA,NA,126.868055555556,37,1044,덕고개터널,경기도 파주시 적성면 답곡리,시도,18호선(농어촌 301),왕복2차선,37.9477777777778,37.9477777777778
169,NA,NA,NA,NA,NA,NA,NA,NA,127.091716666667,38,1045,,경기도 평택시 장안동,지방도,317호선,왕복4차선,37.0678083333333,37.0678083333333
170,NA,NA,NA,NA,NA,NA,NA,NA,127.091827777778,39,1046,,경기도 평택시 지산동 ,지방도,317호선,왕복4차선,37.0786833333333,37.0786833333333
171,NA,NA,NA,NA,NA,NA,NA,NA,127.338055555556,40,1047,노채고개,경기도 포천시 일동면 기산리,하면~일동,387,왕복2차선,37.9283333333333,37.9283333333333
172,NA,NA,NA,NA,NA,NA,NA,NA,127.17735,41,1048,없음,경기도 하남시 광암동,지방도,180호선,왕복4차선,37.52185,37.52185
173,NA,NA,NA,NA,NA,NA,NA,NA,126.718697222222,42,1049,없음,경기도 화성시 송산면 육일리,지방도,318호선,왕복2차선,37.1944305555555,37.1944305555555
174,NA,NA,NA,NA,NA,NA,NA,NA,126.718730555556,43,1050,없음,경기도 화성시 송산면 육일리,지방도,318호선,왕복2차선,37.1947555555556,37.1947555555556
175,NA,NA,NA,NA,NA,NA,NA,NA,126.787388888889,44,1051,일산생태통로,경기도 고양시 일산동구 중산동,하능마을로,중로2-1호선,왕복2차선,37.6841388888889,37.6841388888889
176,NA,NA,NA,NA,NA,NA,NA,NA,126.856872222222,45,1052,밤일생태육교,경기도 광명시 노온사동,금하로,1,왕복6차선,37.4533638888889,37.4533638888889
177,NA,NA,NA,NA,NA,NA,NA,NA,126.856827777778,46,1053,밤일생태육교,경기도 광명시 노온사동 ,밤일로,1,왕복2차선,37.4533611111111,37.4533611111111
178,NA,NA,NA,NA,NA,NA,NA,NA,126.966388888889,47,1054,절터육교,경기도 의왕시 월암동,서수원∼의왕간고속화도로,지방도 309호선,왕복6∼8차선,37.3172333333333,37.3172333333333
179,NA,NA,NA,NA,NA,NA,NA,NA,126.973172222222,48,1055,,경기도 의왕시 고천동 ,서수원∼의왕간고속화도로,지방도309호선,왕복6∼8차선,37.3366111111111,37.3366111111111
180,NA,NA,NA,NA,NA,NA,NA,NA,127.044277777778,49,1056,풍뎅이다리,경기도 수원시 영통구 이의동,지방도,1,왕복4차선,37.3055555555556,37.3055555555556
181,NA,NA,NA,NA,NA,NA,NA,NA,127.035666666667,50,1057,반딧불이다리,경기도 수원시 영통구 이의동,지방도,1,왕복6차선,37.2945555555556,37.2945555555556
182,NA,NA,NA,NA,NA,NA,NA,NA,127.042388888889,51,1058,나비잠자리다리,경기도 수원시 영통구 이의동,지방도,1,왕복8차선,37.2889722222222,37.2889722222222
183,NA,NA,NA,NA,NA,NA,NA,NA,127.051083333333,52,1059,소나무다리,경기도 수원시 영통구 이의동,지방도,1,왕복4차선,37.2826944444444,37.2826944444444
184,NA,NA,NA,NA,NA,NA,NA,NA,127.052805555556,53,1060,갈참나무다리,경기도 수원시 영통구 이의동,지방도,1,왕복8차선,37.2825555555556,37.2825555555556
185,NA,NA,NA,NA,NA,NA,NA,NA,127.063444444444,54,1061,하늘소다리,경기도 수원시 영통구 하동,지방도,1,왕복6차선,37.2908055555556,37.2908055555556
186,NA,NA,NA,NA,NA,NA,NA,NA,127.066444444444,55,1062,무지개다리,경기도 수원시 영통구 하동,지방도,1,왕복4차선,37.2880555555556,37.2880555555556
187,NA,NA,NA,NA,NA,NA,NA,NA,127.05875,56,1063,여담교,경기도 수원시 영통구 이의동,-,-,왕복16차선,37.2966111111111,37.2966111111111
188,NA,NA,NA,NA,NA,NA,NA,NA,127.069027777778,57,1064,꽃더미다리,경기도 수원시 영통구 하동,,,하천횡단,37.28275,37.28275
189,NA,NA,NA,NA,NA,NA,NA,NA,127.071527777778,58,1065,새터다리,경기도 수원시 영통구 하동,,,왕복8차선,37.2820833333333,37.2820833333333
190,NA,NA,NA,NA,NA,NA,NA,NA,127.634305555556,59,1066,개야생태이동통로,강원도 홍천군 서면 개야리,국지도,86,왕복2차선,37.6907777777778,37.6907777777778
191,NA,NA,NA,NA,NA,NA,NA,NA,128.772694444444,60,1067,,강원도 강릉시 왕산면 왕산리,지방도,415호선,왕복2차선,37.6201944444444,37.6201944444444
192,NA,NA,NA,NA,NA,NA,NA,NA,129.009355555556,61,1068,댓재 생태통로,강원도 삼척시 하장면 번천리,국지도,28호선,왕복2차선,37.3834111111111,37.3834111111111
193,NA,NA,NA,NA,NA,NA,NA,NA,127.634305555556,62,1069,,강원도 홍천군 북방면 굴지리,군도,14호선,왕복2차선,37.6907777777778,37.6907777777778
194,NA,NA,NA,NA,NA,NA,NA,NA,128.504444444444,63,1070,원암～천진 개착식터널,강원도 고성군 토성면 원암리,군도,12호선,왕복4차선,38.2163888888889,38.2163888888889
195,NA,NA,NA,NA,NA,NA,NA,NA,127.644202777778,64,1071,달거리생태이동통로,강원도 화천군 하남면 서오지리,국도,5호선,왕복2차선,38.0611027777778,38.0611027777778
196,NA,NA,NA,NA,NA,NA,NA,NA,127.512777777778,65,1072,,충청북도 청주시 청원구 율량동,1순환로,산 128-1도,하부 왕복 6차선,36.6529305555556,36.6529305555556
197,NA,NA,NA,NA,NA,NA,NA,NA,127.659944444444,66,1073,,충청북도 괴산군 사리면 사담리,사담선,,왕복2차선,36.8266111111111,36.8266111111111
198,NA,NA,NA,NA,NA,NA,NA,NA,127.714722222222,67,1074,이곡리,충청북도 괴산군 사리면 이곡리,지방도,515호선,왕복2차선,36.7794444444444,36.7794444444444
199,NA,NA,NA,NA,NA,NA,NA,NA,127.842376136246,68,1075,,충청북도 보은군 마로면 갈전리,군도,15호선(갈전-법화),왕복2차선,36.3717028654705,36.3717028654705
200,NA,NA,NA,NA,NA,NA,NA,NA,127.758751757936,69,1076,,충청북도 보은군 탄부면 평각리,농어촌도로,리도 203호선(평각-어암),1차로,36.460110018418,36.460110018418
201,NA,NA,NA,NA,NA,NA,NA,NA,127.378611111111,70,1077,,충청북도 청원군 강내면 궁현리,군현∼연정,면도 103호선,왕복2차선,36.5747222222222,36.5747222222222
202,NA,NA,NA,NA,NA,NA,NA,NA,127.381388888889,71,1078,,충청북도 청원군 강내면 연정리,군현∼연정,면도 103호선,왕복2차선,36.5727777777778,36.5727777777778
203,NA,NA,NA,NA,NA,NA,NA,NA,127.485555555556,72,1079,,충청북도 청원군 남일면 신송리,면도,101호선,왕복2차선,36.5733333333333,36.5733333333333
204,NA,NA,NA,NA,NA,NA,NA,NA,127.549444444444,73,1080,,충청북도 청원군 남일면 황청리,면도,106호선,왕복2차선,36.6016666666667,36.6016666666667
205,NA,NA,NA,NA,NA,NA,NA,NA,127.667792203691,74,1081,,충청북도 청원군 미원면 운용리,면도,101호선,왕복2차선,36.672986042056,36.672986042056
206,NA,NA,NA,NA,NA,NA,NA,NA,127.449941666667,75,1082,성화2 생태교량,충청북도 청주시 서원구 성화동 1076,서원구,성봉로,왕복4차선,36.6116083333333,36.6116083333333
207,NA,NA,NA,NA,NA,NA,NA,NA,127.456669444444,76,1083,,충청북도 청주시 서원구 성화동 658,구룡산로,52번길,왕복4차선,36.6147722222222,36.6147722222222
208,NA,NA,NA,NA,NA,NA,NA,NA,127.481088888889,77,1084,,충청북도 청주시 서원구 수곡동 214-30,안뜸로,47,왕복2차선,36.6142555555556,36.6142555555556
209,NA,NA,NA,NA,NA,NA,NA,NA,127.710611111111,78,1085,,충청북도 괴산군 괴산읍 동부리,소로2-5,,왕복2차선,36.8145555555556,36.8145555555556
210,NA,NA,NA,NA,NA,NA,NA,NA,128.355075,79,1086,방곡리,충청북도 단양군 대강면 방곡리,지방도,534호선,왕복2차선,36.8089972222222,36.8089972222222
211,NA,NA,NA,NA,NA,NA,NA,NA,127.417777777778,80,1087,,충청북도 청주시 청원구 오창읍 구룡리,오창공원로,구룡리 442도,왕복4차선,36.7172222222222,36.7172222222222
212,NA,NA,NA,NA,NA,NA,NA,NA,127.425277777778,81,1088,,충청북도 청주시 청원구 오창읍 양청리,오창공원로,양청리 882도(호수공원 주변),왕복4차선,36.7122222222222,36.7122222222222
213,NA,NA,NA,NA,NA,NA,NA,NA,127.420555555556,82,1089,,충청북도 청주시 청원구 오창읍 각리,과학산업2로,구룡리 472도,왕복6차선,36.7127777777778,36.7127777777778
214,NA,NA,NA,NA,NA,NA,NA,NA,127.422,83,1090,각리,충청북도 청원군 오창읍 각리,지방도,540호,왕복6차선,36.7133611111111,36.7133611111111
215,NA,NA,NA,NA,NA,NA,NA,NA,127.473333333333,84,1091,,충청북도 청주시 청원구 오창읍 여천리,리도,213호선,왕복2차선,36.7675,36.7675
216,NA,NA,NA,NA,NA,NA,NA,NA,127.184577777778,85,1092,소로1-194호,충청남도 천안시 유량동,태조산,용연저수지도로,왕복2차선,36.8153638888889,36.8153638888889
217,NA,NA,NA,NA,NA,NA,NA,NA,127.11495,86,1093,대로3-1호,충청남도 천안시 서북구 불당동,,,왕복4차선,36.8105638888889,36.8105638888889
218,NA,NA,NA,NA,NA,NA,NA,NA,127.1135,87,1094,중로1-44호,충청남도 천안시 불당동,,,왕복4차선,36.8067333333333,36.8067333333333
219,NA,NA,NA,NA,NA,NA,NA,NA,127.135813888889,88,1095,중로 1-21호,충청남도 천안시 용곡동,,,왕복4차선,36.7919888888889,36.7919888888889
220,NA,NA,NA,NA,NA,NA,NA,NA,127.1673,89,1096,지방산업단지 진입도로,충청남도 천안시 부대동,지방산업단지진입도로,,왕복6차선,36.8468777777778,36.8468777777778
221,NA,NA,NA,NA,NA,NA,NA,NA,127.083602777778,90,1097,,충청남도 천안시 풍세면 남관리,지방도,(629호),왕복4차선,36.7584055555556,36.7584055555556
222,NA,NA,NA,NA,NA,NA,NA,NA,127.142411111111,91,1098,,충청남도 천안시 청당동,대(보),3-26호,왕복6차선,36.7759972222222,36.7759972222222
223,NA,NA,NA,NA,NA,NA,NA,NA,127.15375,92,1099,,충청남도 천안시 청당동,중(집),1-79호,왕복6차선,36.7801,36.7801
224,NA,NA,NA,NA,NA,NA,NA,NA,127.15375,93,1100,,충청남도 천안시 청당동,대(보),3-25호,왕복6차선,36.7801,36.7801
225,NA,NA,NA,NA,NA,NA,NA,NA,127.15375,94,1101,,충청남도 천안시 청당동,대(보),3-5호,왕복4차선,36.7801,36.7801
226,NA,NA,NA,NA,NA,NA,NA,NA,127.094244444444,95,1102,용곡생태통로,충청남도 아산시 배방읍 장재리,대로,2-1,왕복6차선,36.7918055555556,36.7918055555556
227,NA,NA,NA,NA,NA,NA,NA,NA,127.102202777778,96,1103,연화생태통로,충청남도 아산시 배방읍 장재리,대로,3-5,왕복5차선,36.7885833333333,36.7885833333333
228,NA,NA,NA,NA,NA,NA,NA,NA,126.443916666667,97,1104,,충청남도 서산시 지곡면 무장리,지방도,70호선,왕복4차선,36.86575,36.86575
229,NA,NA,NA,NA,NA,NA,NA,NA,126.446194444444,98,1105,,충청남도 서산시 지곡면 무장리,지방도,70호선,왕복4차선,36.8639722222222,36.8639722222222
230,NA,NA,NA,NA,NA,NA,NA,NA,126.514334135585,99,1106,초락도리 생태통로,충청남도 당진시 석문면 초락도리,지방도,647호선,왕복2차선,36.9858154457306,36.9858154457306
231,NA,NA,NA,NA,NA,NA,NA,NA,127.463825,100,1107,,충청남도 금산군 금성면 두곡리,금성,103호,왕복2차선,36.1487416666667,36.1487416666667
232,NA,NA,NA,NA,NA,NA,NA,NA,126.906786111111,101,1108,신성리 1번,충청남도 부여군 규암면 금암-신성,군도,10호선,왕복2차선,36.2823666666667,36.2823666666667
233,NA,NA,NA,NA,NA,NA,NA,NA,126.904647222222,102,1109,온천통문,충청남도 청양군 장평면 적곡리,군도,11호선,왕복2차선,36.3963888888889,36.3963888888889
234,NA,NA,NA,NA,NA,NA,NA,NA,126.331666666667,103,1110,,충청남도 태안군 안면읍 승언리,군도,14호,왕복2차선,36.5156944444444,36.5156944444444
235,NA,NA,NA,NA,NA,NA,NA,NA,126.205559409723,104,1111,,충청남도 태안군 원북면 신두리,군도,14호선,왕복2차선,36.8412388322463,36.8412388322463
236,NA,NA,NA,NA,NA,NA,NA,NA,126.911788888889,105,1112,숭림사 생태통로,전라북도 익산시 함라면 금성리,지방도,723호선,왕복2차선,36.0672305555556,36.0672305555556
237,NA,NA,NA,NA,NA,NA,NA,NA,127.492411111111,106,1113,서구이재 생태통로,전라북도 장수군 장수읍 송천리,지방도,742호선,왕복2차선,35.6261111111111,35.6261111111111
238,NA,NA,NA,NA,NA,NA,NA,NA,127.597480555556,107,1114,노루재 생태통로,전라북도 무주군 부남면 장안리,지방도,635호선,왕복2차선,35.8810083333333,35.8810083333333
239,NA,NA,NA,NA,NA,NA,NA,NA,127.240716666667,108,1115,슬치재 생태통로,전라북도 임실군 관촌면 슬치리,지방도,745호선,왕복2차선,35.68975,35.68975
240,NA,NA,NA,NA,NA,NA,NA,NA,127.633511111111,109,1116,소비재 생태통로,전라북도 장수군 계북면 농소리,지방도,743호선,왕복2차선,35.7617527777778,35.7617527777778
241,NA,NA,NA,NA,NA,NA,NA,NA,127.563044444444,110,1117,복성이재 생태통로,전라북도 장수군 번암면 노단리,지방도,751호선,왕복2차선,35.5281083333333,35.5281083333333
242,NA,NA,NA,NA,NA,NA,NA,NA,127.11915,111,1118,못토재 생태통로,전라북도 순창군 풍산면 죽곡리,지방도,729호선,왕복2차선,35.35865,35.35865
243,NA,NA,NA,NA,NA,NA,NA,NA,127.616658281749,112,1119,무릉고개 생태통로,전라북도 장수군 번암면 지지리,지방도,743호선,왕복2차선,35.6424314784275,35.6424314784275
244,NA,NA,NA,NA,NA,NA,NA,NA,126.836694444444,113,1120,우덕 생태통로,전라북도 정읍시 덕천면 우덕리,지방도,705호선,왕복4차선,35.62965,35.62965
245,NA,NA,NA,NA,NA,NA,NA,NA,126.709094444444,114,1121,월곡 생태통로,전라북도 고창군 고창읍 월곡리,국지도,15호선,왕복4차선,35.4429333333333,35.4429333333333
246,NA,NA,NA,NA,NA,NA,NA,NA,126.688463888889,115,1122,월명터널,전라북도 군산시 소룡동,공단,대로,왕복6차선,35.9672972222222,35.9672972222222
247,NA,NA,NA,NA,NA,NA,NA,NA,127.118786111111,116,1123,,전라북도 순창군 순창읍 백산리,지방도,729호선,왕복4차선,35.3585861111111,35.3585861111111
248,NA,NA,NA,NA,NA,NA,NA,NA,127.113938888889,117,1124,,전라북도 순창군 팔덕면 구룡리,농어촌도,202호선,왕복4차선,35.3916694444444,35.3916694444444
249,NA,NA,NA,NA,NA,NA,NA,NA,127.1086,118,1125,,전라북도 순창군 팔덕면 구룡리,농어촌도,202호선,왕복4차선,35.3838083333333,35.3838083333333
250,NA,NA,NA,NA,NA,NA,NA,NA,127.101644444444,119,1126,,전라북도 순창군 팔덕면 월곡리,군도,11호선,왕복4차선,35.4209138888889,35.4209138888889
251,NA,NA,NA,NA,NA,NA,NA,NA,127.098041666667,120,1127,,전라북도 순창군 팔덕면 월곡리,군도,11호선,왕복4차선,35.4210472222222,35.4210472222222
252,NA,NA,NA,NA,NA,NA,NA,NA,126.709094444444,121,1128,,전라북도 고창군 고창읍 월곡리,지방도,15호선,왕복4차선,35.4429333333333,35.4429333333333
253,NA,NA,NA,NA,NA,NA,NA,NA,126.613394444444,122,1129,부귀1생태통로,전라북도 고창군 아산면 주진리,지방도,15호선,왕복4차선,35.4429583333333,35.4429583333333
254,NA,NA,NA,NA,NA,NA,NA,NA,126.611533333333,123,1130,부귀2생태통로,전라북도 고창군 아산면 학전리,지방도,15호선,왕복4차선,35.4428166666667,35.4428166666667
255,NA,NA,NA,NA,NA,NA,NA,NA,126.442222222222,124,1131,부흥산 생태통로,전라남도 목포시 옥암동,후광대로,,왕복8차선,34.8105555555556,34.8105555555556
256,NA,NA,NA,NA,NA,NA,NA,NA,127.675144444444,125,1132,웅천 생태터널,전라남도 여수시 웅천동,신월로,,왕복6차선,34.7543055555556,34.7543055555556
257,NA,NA,NA,NA,NA,NA,NA,NA,127.585555555556,126,1133,,전라남도 광양시 광양읍 우산리,남해고속도로,,왕복4차선,34.9863888888889,34.9863888888889
258,NA,NA,NA,NA,NA,NA,NA,NA,127.426199914083,127,1134,,전라남도 구례군 신학리,산동고달간,103호선,왕복2차선,35.3181422524198,35.3181422524198
259,NA,NA,NA,NA,NA,NA,NA,NA,127.395113888889,128,1135,,전라남도 구례군 산동면 둔사리,산동-고달간,103호선,왕복2차선,35.3051444444444,35.3051444444444
260,NA,NA,NA,NA,NA,NA,NA,NA,127.225844444444,129,1137,,전라남도 보성군 율어면 선암리,군도,6호선,왕복2차선,34.8464055555556,34.8464055555556
261,NA,NA,NA,NA,NA,NA,NA,NA,126.587466666667,130,1138,무안광주선 16.94k,전라남도 함평군 학교면 마산리,무안광주고속도로,12호선,왕복4차선,35.0667833333333,35.0667833333333
262,NA,NA,NA,NA,NA,NA,NA,NA,126.510138888889,131,1139,,전라남도 영광군 영광읍 학정리,중로,1-1,왕복4차선,35.2650833333333,35.2650833333333
